TeamName,"First Name","Last Name",Position,Year,Overall,HomeTown,Speed,Strength,Agility,Acceleration,Jumping,Awareness,Stamina,Injury,"Break Tackle",Trucking,Elusiveness,"Stif Farm","Spin Move","Juke Move",Carrying,"Ball Carrier Vision","Pass Block","Run Block",Catching,"Spectacular Catch","Catch In Traffic","Route Running",Release,Tackle,"Hit Power",Pursuit,"Play Recognition","Power Moves","Finesse Moves","Block Shedding","Man Coverage","Zone Coverage",press,"Throw Power","Throw Accuracy","kick Power","kick Accuracy"
"Air Force",Lucas,Castillo,DT,Sophomore,72,"Arvada, CO",58,74,60,66,61,59,63,83,40,27,24,23,29,24,42,26,68,62,24,25,31,32,49,37,21,30,19,74,78,72,78,77,74,79,51,52,50,40,40,40,40
"Air Force",Ryan,Robinson,RT,Sophomore,72,"Conway, SC",69,82,67,92,49,64,74,83,46,41,40,41,16,57,41,53,74,80,74,74,81,81,40,16,39,38,32,45,52,46,44,46,44,51,28,31,30,40,40,58,41
"Air Force",Stephen,Hamilton,HB,"Freshman (R)",71,"Grafton, ND",82,73,92,82,74,53,82,87,72,71,79,85,81,84,65,81,61,61,61,60,60,61,60,62,63,63,75,50,64,35,35,30,31,50,26,32,49,40,40,40,40
"Air Force",Jared,Perry,FS,"Sophomore (R)",71,"Villa Hills, KY",83,65,87,85,68,57,79,88,35,24,25,24,31,31,48,75,19,29,31,34,39,23,73,54,53,43,61,66,79,86,64,56,64,66,69,73,85,42,43,52,52
"Air Force",Dominic,Hayford,ROLB,Sophomore,71,"Dewey-Humboldt, AZ",82,71,67,85,69,51,78,87,40,35,26,24,29,24,50,19,41,44,41,41,44,43,63,32,47,36,47,80,66,74,73,67,64,72,60,64,68,40,40,40,40
"Air Force",Ryan,Burley,RG,"Freshman (R)",71,"Thornton, CO",62,78,56,85,56,62,69,79,43,43,35,38,36,47,43,49,85,74,85,85,73,73,44,20,37,34,19,59,54,35,36,31,31,38,32,32,31,40,40,40,40
"Air Force",Andrew,Bell,WR,"Senior (R)",71,"Oakwood, OH",88,52,83,94,78,56,90,87,63,54,78,59,72,81,66,64,42,48,50,50,50,54,71,55,60,69,56,44,36,35,37,32,32,42,35,35,42,40,40,40,40
"Air Force",Bill,Holt,QB,Sophomore,71,"Garland, TX",58,62,59,60,63,66,79,81,45,41,42,49,61,54,54,60,40,40,39,39,39,39,48,42,46,48,18,40,36,32,35,26,24,37,17,15,40,83,80,40,40
"Air Force",Melvin,Rhoden,HB,"Freshman (R)",70,"Fort Stockton, TX",88,74,70,78,79,54,84,88,74,69,74,71,67,70,64,78,51,50,51,51,52,51,55,58,62,60,71,68,67,35,27,32,31,44,36,38,45,40,40,40,40
"Air Force",Neal,Harrell,SS,"Sophomore (R)",70,"Lemay, MO",82,67,82,84,85,49,77,87,23,33,21,29,25,23,54,52,19,39,35,37,23,27,70,58,58,55,56,74,70,71,63,55,58,68,64,74,81,25,22,40,32
"Air Force",Justin,Williams,CB,Sophomore,70,"Flowing Wells, AZ",92,41,84,90,81,55,82,80,42,37,24,29,43,19,51,59,40,41,39,39,41,42,65,52,54,56,56,57,66,74,72,41,50,43,78,77,72,40,40,40,47
"Air Force",Jay,Silva,RT,"Freshman (R)",70,"McAlester, OK",62,81,68,82,45,69,74,78,40,36,37,39,19,52,40,46,81,72,81,81,72,72,40,20,44,28,31,76,74,50,55,78,44,70,30,32,30,40,40,40,40
"Air Force",Derrick,Wheeler,RE,Junior,70,"Dallas, TX",69,76,68,88,59,50,83,82,20,26,20,28,22,23,47,33,24,22,24,24,22,22,46,37,43,40,39,66,81,71,65,79,85,68,54,53,41,19,22,24,20
"Air Force",Austin,Maxey,HB,"Sophomore (R)",69,"Farmers Branch, TX",89,67,74,96,79,61,84,83,64,63,82,73,74,74,59,69,40,48,44,63,48,47,54,58,64,66,66,52,39,30,35,34,29,34,21,29,45,40,40,40,38
"Air Force",Ryan,Dunn,TE,Sophomore,69,"Gar Home-Whitford, OR",75,78,72,78,67,66,83,87,65,74,59,68,61,65,68,64,68,68,68,69,67,68,67,68,71,70,70,46,49,34,35,27,31,54,29,32,41,43,46,40,40
"Air Force",Kyle,McFadden,ROLB,Junior,69,"N Richland Hills, TX",76,72,70,93,73,50,84,84,38,34,34,32,61,46,53,40,40,42,40,40,42,42,56,44,53,35,50,69,76,75,78,61,67,68,73,72,71,39,39,39,38
"Air Force",Greg,Parsons,TE,"Freshman (R)",68,"Altadena, CA",79,70,61,75,76,54,76,77,70,80,70,72,70,64,69,69,68,69,68,68,68,67,68,65,61,71,62,52,49,29,37,28,27,46,20,18,37,40,40,40,40
"Air Force",Kent,Young,SS,Freshman,68,"Eagle Pass, TX",85,67,85,90,84,55,86,82,40,31,15,46,42,33,55,58,40,40,22,21,16,15,75,52,57,54,57,65,75,74,59,58,62,68,65,72,77,40,40,40,40
"Air Force",Santonio,Johnson,LOLB,Freshman,68,"Calhoun, GA",76,73,73,92,67,43,78,84,40,29,25,22,22,33,46,24,41,48,42,42,48,49,65,38,47,47,51,74,71,67,74,64,74,64,69,71,64,40,40,40,40
"Air Force",Brian,Dykes,C,Freshman,68,"Austin, TX",63,74,65,80,40,64,66,82,40,38,27,25,19,16,40,39,72,77,71,72,76,77,40,19,37,33,16,40,37,35,35,29,31,37,32,32,26,40,40,40,40
"Air Force",Josh,Bailey,FS,"Junior (R)",67,"Galion, OH",83,58,73,89,87,75,94,87,58,63,35,67,57,64,56,53,40,40,45,43,43,45,63,43,37,37,36,59,52,84,65,59,56,68,66,73,49,40,40,40,40
"Air Force",Kris,Yates,CB,Freshman,67,"Brownsville, TX",89,42,75,82,86,53,88,85,40,29,25,14,40,27,48,60,40,40,38,39,40,40,67,56,60,62,65,60,67,69,78,51,52,36,75,79,76,40,40,45,40
"Air Force",Allen,Livingston,QB,"Freshman (R)",67,"Sun City, AZ",70,65,69,73,76,64,85,80,67,51,67,44,63,62,57,65,40,40,38,39,40,40,56,52,56,56,53,47,37,38,36,24,17,43,24,16,37,78,73,40,40
"Air Force",Derrick,Blankenship,QB,Junior,66,"Evergreen Park, IL",75,57,66,76,67,63,87,82,65,57,66,58,61,69,68,74,40,39,40,40,39,39,48,45,47,52,39,39,34,32,35,25,24,37,23,21,40,74,74,39,39
"Air Force",Brandon,Carlton,CB,Freshman,65,"Bellmead, TX",87,44,79,86,81,58,82,82,40,28,37,30,31,43,54,59,40,42,39,40,42,42,71,50,61,61,63,58,71,67,71,50,50,56,73,77,72,41,40,44,40
"Air Force",Phil,Allen,LOLB,Freshman,65,"North Druid Hills, GA",78,68,61,78,61,45,75,82,40,21,28,23,22,19,46,22,46,48,46,46,49,48,60,44,49,43,43,74,69,72,73,63,60,72,58,60,67,40,40,40,40
"Air Force",Michael,Jones,C,"Sophomore (R)",65,"Thatcher, AZ",55,74,69,85,56,59,64,76,38,25,37,32,20,17,50,20,74,72,71,72,72,72,39,20,35,34,28,39,38,39,36,33,24,43,26,28,19,39,40,39,39
"Air Force",Matt,Brown,CB,Freshman,65,"Picture Rocks, AZ",89,41,85,90,74,52,80,85,40,27,25,28,41,38,45,38,44,43,43,44,44,44,62,49,55,56,56,52,64,80,61,52,52,37,71,74,75,40,40,40,47
"Air Force",Justin,Mack,WR,"Sophomore (R)",64,"Jacinto City, TX",93,48,73,85,85,57,76,77,60,47,45,51,63,44,84,80,28,31,34,22,27,30,64,59,59,57,53,41,37,35,33,26,30,37,31,30,47,37,28,36,27
"Air Force",Donald,Coleman,MLB,Freshman,64,"Littleton, CO",77,74,53,85,77,44,80,83,44,19,21,36,40,30,56,22,47,50,48,48,51,51,61,43,51,53,53,75,68,67,58,74,68,71,63,67,63,40,40,40,40
"Air Force",William,Kane,C,Freshman,64,"Lewisville, TX",56,71,66,87,40,63,68,70,40,16,33,20,19,18,40,38,67,75,66,66,74,75,40,19,40,34,30,40,38,39,38,31,23,40,25,32,21,40,40,40,40
"Air Force",Joel,Edwards,CB,"Sophomore (R)",64,"Goodyear, AZ",92,44,81,94,78,51,81,82,27,35,47,19,39,26,39,46,40,41,40,40,41,41,67,52,56,68,56,58,46,62,64,41,58,51,70,74,58,44,46,38,29
"Air Force",David,Coleman,LG,Freshman,63,"National City, CA",62,76,63,78,41,60,63,77,40,19,35,19,44,15,40,40,77,69,77,76,70,70,40,20,36,33,24,40,66,35,39,80,30,73,19,20,23,40,40,40,40
"Air Force",Seth,Brown,CB,Freshman,63,"St. Simons, GA",82,46,85,91,81,50,79,81,49,27,32,34,23,48,52,58,40,43,40,40,43,42,63,53,65,56,70,50,59,68,63,57,53,58,80,75,62,40,41,40,40
"Air Force",Drew,Leak,LOLB,Freshman,62,"Fair Oaks, GA",71,70,70,91,70,42,84,84,40,48,41,53,85,76,40,55,42,42,41,41,42,42,62,49,45,50,49,67,70,71,64,62,62,67,70,74,65,63,58,40,40
"Air Force",Corey,Woodard,RG,"Freshman (R)",62,"Broomfield, CO",51,75,56,89,40,70,75,78,40,33,30,35,19,45,40,47,69,75,68,68,76,75,40,19,37,34,17,40,54,31,35,28,30,39,29,28,28,40,40,40,40
"Air Force",Ray,Leonard,WR,"Sophomore (R)",62,"Lawrence, KS",90,46,80,81,70,51,99,88,52,43,68,51,67,72,62,60,37,44,30,42,49,39,63,55,58,64,52,41,34,46,37,37,37,44,34,36,45,37,39,38,39
"Air Force",Rob,Patterson,MLB,"Sophomore (R)",62,"Mason, OH",70,65,72,83,73,49,80,83,40,48,49,45,66,65,57,51,46,46,50,49,52,50,56,42,47,47,42,66,73,67,74,65,64,66,70,73,66,40,40,39,39
"Air Force",Wayne,Burrell,FB,Freshman,62,"Columbine, CO",80,67,72,85,61,58,75,74,68,72,69,65,59,66,64,63,65,62,65,65,62,61,72,49,72,52,55,56,64,46,38,39,40,59,41,42,49,51,47,40,40
"Air Force",Lee,Hines,WR,"Sophomore (R)",61,"Anaheim, CA",80,54,75,83,70,48,78,76,60,55,64,51,64,70,59,63,40,42,39,44,56,48,63,60,66,74,59,41,36,41,39,38,37,40,38,45,52,40,40,40,40
"Air Force",Chris,Sanders,DT,"Sophomore (R)",61,"Cottage Grove, OR",57,73,64,73,60,57,76,76,26,23,23,23,28,21,40,27,50,50,27,25,22,27,41,34,36,36,26,66,70,64,65,69,69,67,53,52,43,27,21,26,28
"Air Force",Eugene,Schmidt,WR,"Sophomore (R)",60,"Ponca City, OK",87,44,58,84,72,54,84,78,63,45,38,52,47,58,57,60,22,15,17,21,42,32,67,53,53,70,58,41,34,33,36,30,32,36,29,35,41,38,17,28,28
"Air Force",Ben,Gatewood,RT,Freshman,60,"Highland, UT",54,77,59,83,47,61,71,75,40,34,34,39,47,47,40,41,72,68,73,73,68,68,40,20,36,35,17,43,47,35,36,30,29,41,28,34,27,40,40,40,40
"Air Force",Richie,Smith,QB,"Sophomore (R)",59,"Lewisville, TX",70,55,70,65,52,69,84,86,54,51,53,48,65,67,54,45,40,40,40,40,40,40,40,33,35,40,22,40,30,34,37,25,25,44,17,24,31,66,69,40,40
"Air Force",Jacob,Thomas,DT,"Sophomore (R)",58,"Woodridge, IL",52,68,54,63,49,50,78,67,33,18,23,37,25,20,39,37,50,50,22,22,33,33,39,36,36,36,24,65,75,64,71,63,58,77,52,55,44,25,31,25,19
"Air Force",Kurt,McCall,LE,Freshman,58,"Lamar, CO",63,69,67,80,55,43,77,83,40,35,29,24,21,32,40,38,66,63,31,32,31,31,47,40,56,24,54,60,71,69,64,69,71,61,52,53,40,40,40,40,40
"Air Force",Ricky,Johnson,SS,"Freshman (R)",57,"Bellevue, NE",80,77,65,88,79,46,73,90,40,31,46,36,47,29,58,61,40,40,23,23,36,36,61,51,58,65,65,66,78,83,63,55,55,71,38,51,71,40,40,40,40
"Air Force",Ken,Beck,MLB,"Sophomore (R)",56,"East Hill-Meridian, WA",68,66,55,80,68,50,67,81,38,24,25,27,27,27,47,36,38,38,38,38,38,38,47,41,46,42,52,63,61,67,68,65,79,68,65,57,65,37,40,37,39
"Air Force",Matt,Mathis,LOLB,"Sophomore (R)",56,"St. Marys, GA",70,70,53,82,70,57,67,85,31,30,18,26,63,30,40,29,40,41,40,40,41,41,49,42,51,38,48,65,74,59,62,52,48,64,62,61,60,38,39,39,39
"Air Force",Erik,Lewis,HB,"Freshman (R)",55,"Elk City, OK",82,71,70,71,71,47,79,82,57,60,69,71,71,68,61,61,45,43,46,46,43,42,52,51,60,56,59,40,38,39,35,33,32,35,20,21,41,40,40,40,40
"Air Force",Aaron,Carpenter,FB,"Freshman (R)",53,"Warner Robins, GA",75,65,51,74,61,57,75,68,52,62,54,57,49,50,68,54,69,62,69,69,62,62,43,41,46,41,51,40,55,33,35,29,31,47,28,33,43,40,40,40,40
"Air Force",Sean,Ostrander,LE,Freshman,51,"Edgewater, CO",55,66,52,57,73,43,72,79,40,17,18,19,18,28,46,19,67,68,21,21,21,22,46,38,46,50,45,62,66,62,63,69,58,72,54,54,47,40,40,40,40
"Air Force",Dedrick,Hurd,MLB,"Freshman (R)",46,"East St. Louis, IL",60,62,52,77,61,47,57,83,46,28,22,29,22,26,53,35,40,40,36,38,38,39,44,41,44,34,53,56,54,65,60,66,81,62,55,51,56,40,40,40,40
Akron,Scott,Williams,HB,"Senior (R)",91,"Hermitage, PA",92,72,82,95,69,80,96,83,88,89,72,90,75,86,87,81,43,44,44,44,45,44,68,60,64,67,65,58,49,41,38,34,34,53,36,37,41,40,40,42,41
Akron,Michael,Davis,P,Senior,87,"Tiffin, OH",69,51,66,73,43,74,89,86,51,30,60,26,38,41,41,38,19,13,17,17,15,12,42,25,21,16,23,47,18,29,36,17,22,23,34,34,16,55,54,88,88
Akron,Brandon,Moore,FS,Senior,84,"Cheviot, OH",91,67,87,91,90,64,90,93,65,46,62,51,44,82,52,65,40,40,44,40,46,44,70,40,66,65,59,72,72,91,85,57,56,68,77,84,78,40,40,40,40
Akron,Jeff,Wilson,FS,"Sophomore (R)",82,"Oxford, OH",89,64,88,85,77,69,94,91,59,44,68,45,78,84,46,66,40,40,29,43,45,43,66,52,57,60,58,85,81,92,78,51,50,80,73,74,66,40,40,40,40
Akron,Ron,Felder,RT,"Senior (R)",80,"Radnor Township, PA",58,89,68,85,40,80,78,82,51,38,61,40,64,57,40,73,84,83,73,61,59,75,40,16,43,36,39,40,59,62,51,54,54,51,47,55,39,40,40,40,40
Akron,Brian,Walker,LOLB,"Senior (R)",78,"Girard, OH",82,72,77,84,75,68,83,86,38,41,42,31,42,43,56,43,45,46,34,34,34,36,63,44,51,48,49,77,81,79,81,71,75,76,69,74,64,41,40,39,39
Akron,Von,Jordan,MLB,"Freshman (R)",77,"Oxford, OH",82,79,72,94,73,46,80,84,40,17,22,29,17,22,54,17,47,54,47,47,54,54,64,35,42,48,42,75,75,78,81,68,78,77,74,75,65,40,40,40,40
Akron,Franklin,Powell,MLB,Senior,76,"Chicago, IL",88,71,85,88,76,69,86,86,60,52,61,51,63,66,51,60,41,40,47,48,45,45,64,58,55,41,56,81,76,67,85,58,61,65,60,59,58,41,41,40,40
Akron,Adam,Patterson,SS,Senior,75,"University Heights, OH",90,68,83,86,85,65,90,93,77,54,67,54,74,86,51,66,42,43,43,48,46,47,76,52,68,63,68,68,53,78,69,45,44,67,72,81,88,40,40,40,40
Akron,Travis,Bennett,RG,Senior,75,"McKeesport, PA",54,75,64,80,41,70,65,75,33,18,32,17,46,12,40,42,81,84,61,59,61,63,38,15,35,37,26,39,51,39,36,31,20,41,15,15,21,38,38,37,40
Akron,Derek,Sowell,K,"Junior (R)",75,"Findlay, OH",60,47,59,63,42,67,80,76,51,35,50,36,46,43,40,52,16,15,17,15,18,15,39,19,18,19,15,40,31,35,35,32,26,32,28,28,16,54,57,76,75
Akron,Rasheed,Graves,LE,Senior,75,"Tiffin, OH",62,83,63,77,64,70,85,91,45,41,38,40,55,44,40,44,40,43,47,46,46,47,47,20,21,21,15,77,73,79,73,75,69,80,41,44,29,40,40,40,40
Akron,Andrew,Babcock,WR,Junior,75,"Valdosta, GA",84,52,75,85,84,56,84,86,59,60,69,49,54,46,69,74,22,31,22,22,31,31,79,66,82,88,79,50,42,27,37,33,25,20,22,22,43,31,30,27,18
Akron,J.T.,Willis,HB,"Junior (R)",72,"North Bergen, NJ",87,66,84,83,72,60,77,70,75,63,80,83,86,85,67,72,58,57,58,58,57,57,50,58,61,60,69,45,57,47,36,32,34,38,30,33,48,52,47,39,40
Akron,Tyree,Roberts,DT,"Junior (R)",72,"Cincinnati, OH",66,80,68,80,63,64,72,80,37,33,41,32,43,38,41,40,50,50,35,40,33,38,45,30,40,34,28,73,69,68,67,72,78,73,52,52,47,35,26,32,28
Akron,Bill,Williams,LG,"Senior (R)",71,"Forest Park, OH",64,89,50,82,44,77,68,84,55,60,55,60,51,55,40,60,81,76,79,77,63,72,40,42,51,59,61,40,59,15,37,30,20,15,35,35,15,40,40,40,40
Akron,Ben,Grigsby,LT,Senior,71,"Lancaster, OH",65,78,63,93,44,67,66,84,34,23,34,24,21,22,39,42,81,73,74,74,67,70,39,20,43,41,36,40,49,32,35,30,23,35,20,20,25,39,39,40,40
Akron,Donny,Hollis,DT,Senior,71,"West Mifflin, PA",53,95,56,62,54,58,67,80,39,26,26,34,31,22,40,24,50,50,29,25,22,21,40,26,27,31,21,70,78,67,69,75,66,74,49,46,44,35,25,25,24
Akron,Michael,Washington,RG,Senior,71,"North College Hill, OH",56,86,59,84,41,61,76,89,37,40,46,38,51,49,40,49,76,79,74,74,72,76,40,15,33,32,22,40,48,41,40,37,36,43,41,41,29,40,40,40,40
Akron,Walter,Tompkins,MLB,Senior,71,"Brooklyn, OH",82,71,80,85,73,48,83,88,53,45,60,40,35,64,55,48,48,56,49,47,57,53,57,41,56,31,53,82,75,79,62,61,59,75,63,73,60,40,40,40,40
Akron,Dan,Brink,QB,"Junior (R)",70,"North Madison, OH",55,63,59,62,61,66,77,79,52,55,48,51,59,51,51,61,39,39,39,39,39,39,40,36,40,42,19,38,35,33,36,32,24,38,24,18,38,79,81,38,39
Akron,Bill,Jenkins,LOLB,"Freshman (R)",70,"Athens, OH",71,72,60,81,75,51,76,82,40,47,50,45,76,81,47,41,40,40,38,39,38,37,59,15,47,18,44,69,81,81,78,62,66,82,73,74,70,40,40,40,40
Akron,Philip,Vincent,LOLB,"Freshman (R)",70,"Toledo, OH",84,72,66,81,78,49,71,84,41,21,24,17,24,29,52,27,43,42,42,43,42,42,64,30,64,21,65,78,66,71,66,70,68,80,58,59,65,40,40,40,40
Akron,Todd,Mitchell,LG,"Junior (R)",69,"Carnot-Moon, PA",66,77,70,90,41,62,65,77,36,31,34,28,36,35,38,42,83,71,81,87,73,67,39,20,35,33,21,38,56,33,36,46,27,49,24,24,22,38,39,38,38
Akron,Harrison,Koch,FS,Junior,68,"Lakewood, OH",86,69,83,86,68,56,85,84,31,35,46,47,34,39,56,61,38,36,38,38,36,36,75,59,64,64,63,69,84,82,62,55,65,70,58,69,77,39,39,40,40
Akron,Corey,Thompson,QB,"Sophomore (R)",68,"Pottstown, PA",59,60,60,60,64,65,86,83,53,49,46,41,52,54,56,59,40,40,40,40,40,40,52,47,50,54,28,40,34,27,37,24,30,27,22,18,33,74,83,40,40
Akron,Ryan,Guillory,MLB,Junior,68,"Thomaston, GA",77,74,67,87,79,44,82,84,40,19,29,19,20,34,56,20,48,53,48,48,53,54,58,42,48,55,50,72,70,73,70,73,71,74,64,68,68,40,40,40,40
Akron,Youdlain,Jenkins,RE,"Freshman (R)",67,"Muncie, IN",63,68,62,83,61,47,72,81,40,18,16,34,31,31,40,23,63,67,16,16,30,29,40,47,48,49,45,71,80,72,68,74,71,78,51,53,42,40,40,40,40
Akron,Ken,Parrish,WR,Sophomore,67,"West Mifflin, PA",84,41,88,81,74,59,81,81,60,59,65,60,46,64,82,62,40,40,32,33,39,39,69,58,63,72,63,40,34,37,37,31,32,38,30,30,44,40,40,40,40
Akron,Ricardo,Goodwin,FB,"Freshman (R)",66,"McKeesport, PA",72,63,65,86,76,61,86,69,71,67,64,66,60,65,73,71,69,67,69,70,67,67,63,46,49,55,48,43,45,39,36,34,34,57,38,35,34,40,40,40,40
Akron,Brandon,Gold,DT,Senior,66,"Waynesboro, PA",53,91,50,68,53,55,65,79,38,37,33,36,30,25,40,30,50,50,23,21,22,23,40,40,44,31,25,71,73,60,59,68,56,73,48,52,42,29,33,26,31
Akron,Matt,Crooks,FB,Senior,66,"Lansdowne, PA",74,73,71,77,62,63,85,87,68,67,45,67,59,46,64,50,66,69,65,65,69,70,69,45,55,45,48,56,60,62,62,49,45,59,39,47,48,40,40,40,40
Akron,Seth,Scott,ROLB,"Senior (R)",66,"Swissvale, PA",77,72,61,83,63,50,78,86,42,20,19,31,24,29,44,27,42,44,35,32,36,37,60,33,60,19,60,72,66,68,70,55,59,77,69,67,71,40,40,40,40
Akron,Eddie,Scott,HB,"Junior (R)",65,"Ossining, NY",86,66,78,80,72,50,78,86,59,62,75,74,77,81,69,75,35,40,35,35,40,40,56,62,62,70,67,44,40,35,30,31,30,35,36,47,38,38,39,39,38
Akron,Marshall,King,WR,"Senior (R)",65,"Albion, MI",81,52,80,86,86,52,83,87,52,54,73,53,93,83,63,65,40,46,44,45,44,48,69,58,58,69,58,44,35,36,37,32,32,43,35,35,45,41,41,40,40
Akron,Billy,Colvin,LT,"Senior (R)",64,"Lakewood, OH",58,78,62,84,44,66,78,83,38,38,38,42,57,51,40,42,72,74,77,75,68,74,39,25,50,45,42,42,54,42,37,35,37,43,30,34,29,40,40,40,39
Akron,Steve,Thompson,FS,"Sophomore (R)",64,"Morristown, NJ",81,70,69,87,79,55,80,82,40,37,43,19,44,39,57,64,47,40,47,46,29,28,69,54,52,59,67,64,84,81,61,50,58,82,55,70,82,43,41,40,40
Akron,Scott,Quinn,WR,"Sophomore (R)",63,"Terre Haute, IN",92,45,76,77,84,66,70,74,56,43,53,45,80,58,82,71,25,29,25,25,31,31,63,58,62,61,56,40,35,37,33,25,31,37,33,34,49,45,26,39,29
Akron,Matt,Scott,TE,"Senior (R)",63,"Lancaster, OH",82,67,67,62,62,57,80,87,54,76,59,67,75,72,64,80,66,66,64,56,56,63,59,66,70,68,64,40,46,38,37,32,32,67,35,35,42,40,40,40,40
Akron,Jason,Heinz,C,"Junior (R)",63,"Dolton, IL",71,77,69,89,45,66,66,79,35,18,35,23,17,11,44,28,68,69,57,57,66,73,45,15,35,37,17,59,36,43,39,34,26,46,17,31,21,39,38,38,39
Akron,Carl,Mitchell,LOLB,"Senior (R)",63,"Shelby, OH",81,64,77,83,73,67,80,84,53,51,67,47,61,65,40,39,40,40,44,48,45,44,62,44,53,51,51,53,72,81,78,61,55,65,70,70,61,40,40,40,40
Akron,Brandon,Wilson,ROLB,Senior,62,"Plainfield, NJ",70,69,75,84,74,48,79,83,40,54,55,51,68,82,61,54,52,54,51,52,54,54,60,43,49,50,45,63,76,66,67,66,68,72,67,72,66,40,40,40,40
Akron,Karl,Brown,CB,"Senior (R)",61,"Riverdale, GA",80,48,66,93,87,59,85,91,39,42,26,38,49,55,42,50,40,40,40,40,41,44,65,32,33,33,35,58,42,65,66,47,47,63,75,75,51,40,40,40,40
